epsilon,U,U_xi
0.01,0.0028255385650844582,0.0028399257880620432
0.01,0.002831224130289151,0.002845640328772712
0.01,0.002836921136427745,0.0028513663688780515
0.01,0.002842629606379891,0.0028571039313755302
0.01,0.002848349563025246,0.002862853039262625
0.01,0.0028540810292434645,0.0028686137155368103
0.01,0.0028598240279142048,0.0028743859831955607
0.01,0.002865578581922226,0.0028801698652414823
0.01,0.0028713447144440244,0.002885965384970447
0.01,0.002877122449090974,0.0028917725661155047
0.01,0.0028829118095093104,0.002897591432444755
0.01,0.002888712819345264,0.002903422007726289
0.01,0.002894525502245071,0.002909264315728208
0.01,0.0029003498818549653,0.002915118380218608
0.01,0.0029061859818211837,0.0029209842249655893
0.01,0.002912033825789955,0.002926861873737244
0.01,0.002917893437407517,0.002932751350301671
0.01,0.0029237648403201023,0.0029386526784269686
0.01,0.0029296480581739487,0.0029445658818812357
0.01,0.0029355431146152852,0.002950490984432564
0.01,0.0029414500332903483,0.0029564280098490544
0.01,0.0029473688378453718,0.0029623769818988032
0.01,0.0029532995519265933,0.0029683379243499097
0.01,0.002959242199180241,0.002974310860970467
0.01,0.0029651968033667596,0.0029802958156433792
0.01,0.002971163388774768,0.0029862928127825173
0.01,0.0029771419798427707,0.002992301876952438
0.01,0.0029831326010092626,0.0029983230327176903
0.01,0.0029891352767127473,0.0030043563046428293
0.01,0.0029951500313917267,0.003010401717292409
0.01,0.0030011768894847033,0.003016459295230985
0.01,0.0030072158754301734,0.003022529063023106
0.01,0.0030132670136666403,0.0030286110452333276
0.01,0.003019330328632605,0.003034705266426204
0.01,0.0030254058447665706,0.003040811751166291
0.01,0.003031493586507034,0.003046930524018136
0.01,0.0030375935782924975,0.0030530616095462955
0.01,0.003043705844561463,0.0030592050323153238
0.01,0.0030498304097524333,0.003065360816889776
0.01,0.0030559672983039047,0.0030715289878342007
0.01,0.0030621165346780524,0.0030777095697369482
0.01,0.0030682781437606594,0.0030839025876122136
0.01,0.003074452150797879,0.003090108066836485
0.01,0.003080638581047023,0.003096326032797465
0.01,0.0030868374597654105,0.0031025565108828675
0.01,0.003093048812210357,0.003108799526480402
0.01,0.0030992726636391815,0.0031150551049777806
0.01,0.0031055090393091954,0.003121323271762708
0.01,0.0031117579644777188,0.0031276040522228974
0.01,0.003118019464402066,0.0031338974717460577
0.01,0.003124293564339557,0.0031402035557199014
0.01,0.0031305802895475036,0.0031465223295321335
0.01,0.0031368796652832234,0.0031528538185704664
0.01,0.0031431917168040333,0.0031591980482226097
0.01,0.0031495164693672527,0.0031655550438762763
0.01,0.003155853948230192,0.0031719248309191703
0.01,0.0031622041786506703,0.0031783074347395066
0.01,0.0031685671861082653,0.0031847028809484255
0.01,0.0031749429966260313,0.0031911111957034417
0.01,0.003181331636307535,0.003197532405243012
0.01,0.003187733131256348,0.003203966535805603
0.01,0.0031941475075760424,0.003210413613629676
0.01,0.0032005747913701897,0.003216873664953696
0.01,0.0032070150087423555,0.0032233467160161216
0.01,0.003213468185796113,0.003229832793055416
0.01,0.0032199343486350326,0.0032363319223100437
0.01,0.0032264135233626865,0.0032428441300184686
0.01,0.003232905736082641,0.003249369442419149
0.01,0.003239411012898468,0.0032559078857505486
0.01,0.003245929379913739,0.003262459486251131
0.01,0.003252460863232027,0.0032690242701593616
0.01,0.0032590054889568955,0.003275602263713697
0.01,0.003265563283191919,0.0032821934931526026
0.01,0.003272134272107714,0.0032887979847819374
0.01,0.003278718482419814,0.00329541576545538
0.01,0.003285315941104901,0.003302046862289157
0.01,0.003291926675141162,0.0033086913024010112
0.01,0.003298550711506779,0.0033153491129086802
0.01,0.0033051880771799397,0.0033220203209299044
0.01,0.003311838799138818,0.003328704953582416
0.01,0.0033185029043616026,0.0033354030379839574
0.01,0.0033251804198264753,0.0033421146012522648
0.01,0.0033318713725116198,0.0033488396705050765
0.01,0.0033385757893952214,0.0033555782728601343
0.01,0.003345293697455457,0.0033623304354351703
0.01,0.0033520251236705124,0.003369096185347925
0.01,0.0033587700950185716,0.003375875549716137
0.01,0.00336552863847782,0.0033826685556575466
0.01,0.003372300781026435,0.003389475230289886
0.01,0.00337908654965057,0.0033962956007389062
0.01,0.0033858859717001717,0.0034031296944960795
0.01,0.003392699075022191,0.0034099775395525556
0.01,0.003399525887498726,0.0034168391639348215
0.01,0.0034063664370118855,0.0034237145956693745
0.01,0.0034132207514437733,0.0034306038627827085
0.01,0.0034200888586764988,0.0034375069933013204
0.01,0.003426970786592159,0.003444424015251699
0.01,0.0034338665630728638,0.003451354956660341
0.01,0.003440776216000717,0.0034582998455537396
0.01,0.003447699773257826,0.0034652587099583926
0.01,0.003454637262726291,0.0034722315779007877
0.01,0.0034615887122882187,0.0034792184774074223
0.01,0.0034685541498257148,0.0034862194365047902
0.01,0.0034755336032208867,0.0034932344832193877
0.01,0.003482527100355834,0.0035002636455777037
0.01,0.0034895346691126462,0.0035073069516062183
0.01,0.00349655633752257,0.0035143644294813527
0.01,0.003503592134241364,0.003521436108007396
0.01,0.0035106420880853416,0.0035285220161500636
0.01,0.0035177062278708244,0.0035356221828750783
0.01,0.0035247845824141317,0.0035427366371481614
0.01,0.0035318771805315854,0.0035498654079350353
0.01,0.0035389840510394984,0.003557008524201415
0.01,0.0035461052227541917,0.003564166014913024
0.01,0.0035532407244919855,0.003571337909035583
0.01,0.0035603905850692006,0.0035785242355348148
0.01,0.00356755483330215,0.003585725023376434
0.01,0.0035747334980071556,0.003592940301526165
0.01,0.0035819266080005367,0.003600170098949727
0.01,0.0035891341920986147,0.0036074144446128446
0.01,0.003596356279117703,0.003614673367481231
0.01,0.0036035928978741224,0.003621946896520611
0.01,0.003610844077217361,0.0036292350607300453
0.01,0.003618109846514771,0.003636537889629237
0.01,0.003625390235537809,0.0036438554131441856
0.01,0.003632685274068319,0.003651187661211335
0.01,0.003639994991888141,0.0036585346637671265
0.01,0.0036473194187791203,0.003665896450748003
0.01,0.00365465858452309,0.0036732730520904
0.01,0.003662012518901894,0.0036806644977307613
0.01,0.0036693812516973732,0.0036880708176055274
0.01,0.0036767648126913707,0.0036954920416511425
0.01,0.0036841632316657216,0.003702928199804041
0.01,0.0036915765384022683,0.0037103793220006663
0.01,0.0036990047626828527,0.003717845438177461
0.01,0.0037064479342893185,0.0037253265782708667
0.01,0.0037139060830034994,0.0037328227722173194
0.01,0.0037213792386072394,0.0037403340499532626
0.01,0.0037288674308834932,0.003747860441416256
0.01,0.0037363706898975303,0.0037554019768276836
0.01,0.0037438890463449663,0.00376295868704269
0.01,0.0037514225310055264,0.0037705306030009923
0.01,0.003758971174658928,0.0037781177556423036
0.01,0.003766535008084896,0.00378572017590634
0.01,0.003774114062063143,0.003793337894732808
0.01,0.0037817083673733916,0.003800970943061424
0.01,0.0037893179547953634,0.0038086193518319014
0.01,0.0037969428551087804,0.0038162831519839555
0.01,0.003804583099093356,0.003823962374457293
0.01,0.003812238717528813,0.0038316570501916304
0.01,0.0038199097411948726,0.003839367210126681
0.01,0.0038275962008712575,0.0038470928852021606
0.01,0.00383529812733768,0.0038548341063577756
0.01,0.0038430155513738636,0.003862590904533242
0.01,0.0038507485037595295,0.0038703633106682736
0.01,0.0038584970153640033,0.003878151355792665
0.01,0.0038662611177111682,0.0038859550715943094
0.01,0.003874040842611011,0.0038937744900487776
0.01,0.0038818362218745743,0.0039016096431327006
0.01,0.0038896472873129035,0.003909460562822711
0.01,0.003897474070737033,0.003917327281095436
0.01,0.003905316603958009,0.003925209829927507
0.01,0.003913174918786873,0.003933108241295554
0.01,0.003921049047034671,0.003941022547176214
0.01,0.003928939020512437,0.003948952779546109
0.01,0.003936844871031216,0.0039568989703818724
0.01,0.0039447666304020515,0.003964861151660137
0.01,0.003952704330435988,0.003972839355357536
0.01,0.00396065800294406,0.003980833613450693
0.01,0.003968627679737314,0.003988843957916243
0.01,0.00397661339262679,0.003996870420730814
0.01,0.0039846151734356594,0.004004913033883231
0.01,0.003992633054439241,0.004012971829816902
0.01,0.0040006670684793145,0.00402104684154481
0.01,0.004008717248432809,0.004029138102115278
0.01,0.0040167836271766556,0.004037245644576636
0.01,0.004024866237587776,0.0040453695019772
0.01,0.004032965112543102,0.0040535097073652986
0.01,0.004041080284919561,0.004061666293789258
0.01,0.004049211787594085,0.004069839294297404
0.01,0.004057359653443595,0.004078028741938055
0.01,0.004065523915345025,0.0040862346697595415
0.01,0.0040737046061753,0.004094457110810184
0.01,0.004081901758811353,0.004102696098138313
0.01,0.0040901154061301044,0.004110951664792246
0.01,0.0040983455810084885,0.004119223843820312
0.01,0.004106592316323431,0.004127512668270834
0.01,0.00411485564495181,0.004135818171192087
0.01,0.004123135599964684,0.004144140385827566
0.01,0.004131432215169135,0.004152479346160825
0.01,0.004139745524543704,0.00416083508634783
0.01,0.004148075562066929,0.004169207640544545
0.01,0.0041564223617173435,0.004177597042906927
0.01,0.0041647859574734875,0.0041860033275909455
0.01,0.0041731663833139,0.004194426528752563
0.01,0.004181563673217123,0.004202866680547745
0.01,0.004189977861161684,0.004211323817132451
0.01,0.004198408981126128,0.0042197979726626466
0.01,0.004206857067088993,0.004228289181294294
0.01,0.004215322153028818,0.004236797477183365
0.01,0.004223804272924137,0.004245322894485814
0.01,0.004232303460753489,0.004253865467357605
0.01,0.004240819750495414,0.0042624252299547066
0.01,0.004249353176128451,0.0042710022164330836
0.01,0.00425790377167717,0.004279596460994972
0.01,0.004266471571797484,0.004288207998477408
0.01,0.00427505661159702,0.004296836864171651
0.01,0.004283658926192851,0.004305483093378461
0.01,0.004292278550702038,0.0043141467213985854
0.01,0.004300915520241657,0.004322827783532788
0.01,0.004309569869928775,0.0043315263150818205
0.01,0.004318241634880464,0.004340242351346442
0.01,0.004326930850213795,0.004348975927627411
0.01,0.004335637551045831,0.004357727079225479
0.01,0.004344361772493645,0.004366495841441402
0.01,0.0043531035496743075,0.004375282249575942
0.01,0.00436186291770489,0.0043840863389298535
0.01,0.004370639911702456,0.004392908144803888
0.01,0.004379434566784078,0.004401747702498805
0.01,0.004388246918066827,0.0044106050473153606
0.01,0.004397077000669962,0.004419480214556514
0.01,0.004405924850070678,0.004428373239885104
0.01,0.0044147905024753565,0.0044372841596972065
0.01,0.004423673994177755,0.00444621301047677
0.01,0.004432575361471643,0.004455159828707753
0.01,0.004441494640650771,0.0044641246508741
0.01,0.004450431868008905,0.004473107513459765
0.01,0.004459387079839807,0.0044821084529487005
0.01,0.004468360312437241,0.004491127505824864
0.01,0.004477351602094962,0.0045001647085721975
0.01,0.004486360985106734,0.004509220097674657
0.01,0.004495388497766319,0.004518293709616196
0.01,0.004504434176367483,0.004527385580880769
0.01,0.004513498057203978,0.0045364957479523205
0.01,0.004522580176569571,0.0045456242473148065
0.01,0.004531680570758021,0.004554771115452178
0.01,0.004540799276063096,0.004563936388848393
0.01,0.004549936328897697,0.0045731201041071855
0.01,0.004559091766458911,0.00458232229862082
0.01,0.0045682656262559605,0.004591543010095467
0.01,0.004577457945798748,0.004600782276237973
0.01,0.004586668762597155,0.004610040134755173
0.01,0.0045958981141610835,0.004619316623353913
0.01,0.0046051460380004215,0.004628611779741034
0.01,0.004614412571625073,0.004637925641623385
0.01,0.004623697752544918,0.004647258246707797
0.01,0.004633001618269858,0.004656609632701118
0.01,0.004642324206309784,0.004665979837310189
0.01,0.004651665554174596,0.0046753688982418586
0.01,0.0046610256993741776,0.004684776853202958
0.01,0.004670404679418428,0.0046942037399003355
0.01,0.00467980253181724,0.004703649596040833
0.01,0.004689219294080512,0.004713114459331296
0.01,0.0046986550037362,0.004722598367496725
0.01,0.00470810969887247,0.004732101358825422
0.01,0.004717583418221305,0.004741623472253144
0.01,0.0047270762005495,0.004751164746750657
0.01,0.004736588084623836,0.004760725221288716
0.01,0.0047461191092111055,0.004770304934838087
0.01,0.0047556693130781,0.004779903926369533
0.01,0.0047652387349916125,0.004789522234853821
0.01,0.004774827413718424,0.004799159899261705
0.01,0.004784435388025328,0.0048088169585639535
0.01,0.0047940626966791145,0.004818493451731327
0.01,0.004803709378446578,0.004828189417734594
0.01,0.004813375472094498,0.004837904895544508
0.01,0.004823061016389669,0.004847639924131837
0.01,0.004832766050098883,0.00485739454246734
0.01,0.00484249061198893,0.00486716878952179
0.01,0.004852234740826515,0.0048769627042658595
0.01,0.004861998475630252,0.004886776325923514
0.01,0.004871781856283477,0.0048966096945883145
0.01,0.0048815849228520105,0.004906462850537363
0.01,0.004891407715401663,0.004916335834047743
0.01,0.004901250273998254,0.004926228685396553
0.01,0.0049111126387076,0.004936141444860889
0.01,0.004920994849595526,0.00494607415271785
0.01,0.004930896946727836,0.004956026849244518
0.01,0.004940818970170351,0.004965999574717995
0.01,0.004950760959988892,0.004975992369415374
0.01,0.004960722956249278,0.004986005273613754
0.01,0.004970704999017318,0.00499603832759022
0.01,0.004980707128358832,0.005006091571621872
0.01,0.004990729384339638,0.005016165045985802
0.01,0.005000771807025559,0.005026258790959112
0.01,0.005010834436482399,0.005036372846818885
0.01,0.005020917312839337,0.005046507253905915
0.01,0.005031020476993145,0.0050566620533329075
0.01,0.005041143970343835,0.0050668372867186985
0.01,0.005051287834299789,0.005077032995690544
0.01,0.0050614521102694,0.005087249221875715
0.01,0.005071636839661057,0.005097486006901473
0.01,0.0050818420638831545,0.00510774339239509
0.01,0.005092067824344074,0.005118021419983821
0.01,0.005102314162452209,0.005128320131294933
0.01,0.005112581119615948,0.005138639567955695
0.01,0.005122868737243688,0.005148979771593372
0.01,0.005133177056743806,0.0051593407838352225
0.01,0.005143506119524698,0.005169722646308514
0.01,0.005153855966994755,0.005180125400640513
0.01,0.005164226640562369,0.005190549088458488
0.01,0.005174618181635922,0.005200993751389694
0.01,0.0051850306316277624,0.005211459431065376
0.01,0.005195464032402319,0.005221946169571379
0.01,0.005205918426665264,0.005232454009839627
0.01,0.005216393857212555,0.0052429829948928575
0.01,0.0052268903668401655,0.005253533167753828
0.01,0.005237407998344067,0.0052641045714452855
0.01,0.005247946794520232,0.005274697248989989
0.01,0.005258506798164618,0.005285311243410678
0.01,0.0052690880520732016,0.005295946597730108
0.01,0.005279690599041951,0.005306603354971027
0.01,0.005290314481866837,0.005317281558156194
0.01,0.005300959743343823,0.005327981250308347
0.01,0.005311626426268879,0.005338702474450241
0.01,0.005322314573437978,0.005349445273604628
0.01,0.00533302422764709,0.005360209690794262
0.01,0.005343755431692176,0.005370995769041886
0.01,0.005354508228369211,0.005381803551370251
0.01,0.005365282660631866,0.005392633080960685
0.01,0.005376078772370705,0.005403484401936764
