xi,U_eps_1e-02,U_eps_1e-04,U_eps_1e-06,U_eps_1e-08
-0.485,0.8400729301009657,0.5871822213866781,0.5527778991241125,0.5465569007680458
-0.4845,0.840581011353966,0.58750753976763,0.5530799324795045,0.5468548465053922
-0.484,0.8410893915056096,0.587833082783069,0.5533821650438846,0.5471529872834556
-0.4835,0.8415980702437784,0.5881588506900226,0.5536845970223035,0.5474513232994199
-0.483,0.8421070472522579,0.5884848437459349,0.5539872286201644,0.5477498547508309
-0.4825,0.8426163222127765,0.5888110622085794,0.5542900600429781,0.5480485818355987
-0.482,0.8431258948029338,0.5891375063367332,0.5545930914969831,0.5483475047519977
-0.4815,0.8436357646982572,0.5894641763893779,0.5548963231887221,0.5486466236986685
-0.481,0.8441459315701135,0.5897910726261009,0.5551997553248745,0.5489459388746185
-0.4805,0.8446563950877811,0.5901181953073437,0.555503388112873,0.5492454504792231
-0.48,0.8451671549163459,0.5904455446936832,0.5558072217604098,0.549545158712227
-0.4795,0.8456782107187895,0.5907731210465719,0.5561112564753478,0.5498450637737449
-0.479,0.8461895621538692,0.5911009246280573,0.5564154924663209,0.5501451658642629
-0.4785,0.8467012088782219,0.5914289557004055,0.5567199299421801,0.5504454651846397
-0.478,0.8472131505442279,0.59175721452692,0.5570245691119882,0.5507459619361071
-0.4775,0.8477253868021315,0.5920857013712286,0.5573294101855865,0.5510466563202718
-0.477,0.8482379172978881,0.592414416497412,0.557634453372995,0.5513475485391166
-0.4765,0.8487507416753005,0.592743360170546,0.5579396988844926,0.5516486387950003
-0.476,0.8492638595738508,0.5930725326558695,0.5582451469311339,0.5519499272906603
-0.4755,0.8497772706308527,0.5934019342193695,0.5585507977241192,0.5522514142292132
-0.475,0.8502909744792665,0.5937315651278157,0.5588566514749592,0.5525530998141555
-0.4745,0.8508049707498677,0.5940614256481334,0.559162708395928,0.5528549842493655
-0.474,0.8513192590690458,0.594391516048242,0.5594689686994175,0.5531570677391034
-0.4735,0.8518338390609902,0.5947218365965578,0.5597754325981855,0.553459350488014
-0.473,0.8523487103454713,0.5950523875618056,0.560082100305732,0.5537618327011261
-0.4725,0.8528638725400428,0.5953831692137938,0.5603889720356534,0.554064514583855
-0.472,0.8533793252578072,0.5957141818225793,0.5606960480019687,0.5543673963420028
-0.4715,0.853895068109634,0.5960454256588126,0.5610033284194117,0.5546704781817605
-0.471,0.8544111007019087,0.5963769009940998,0.5613108135027948,0.5549737603097082
-0.4705,0.8549274226387671,0.5967086081001929,0.5616185034674132,0.5552772429328166
-0.47,0.8554440335198291,0.597040547249736,0.5619263985292412,0.5555809262584482
-0.4695,0.855960932942448,0.5973727187160646,0.5622344989043211,0.5558848104943592
-0.469,0.8564781204994283,0.5977051227727201,0.5625428048092378,0.5561888958486993
-0.46849999999999997,0.8569955957812917,0.5980377596943379,0.5628513164612143,0.5564931825300142
-0.46799999999999997,0.8575133583739778,0.5983706297559491,0.563160034077536,0.5567976707472456
-0.46749999999999997,0.8580314078611275,0.5987037332330154,0.563468957876091,0.5571023607097337
-0.46699999999999997,0.8585497438217662,0.5990370704020906,0.5637780880753585,0.5574072526272176
-0.46649999999999997,0.8590683658326045,0.5993706415399219,0.5640874248938824,0.5577123467098364
-0.46599999999999997,0.859587273465704,0.599704446924003,0.5643969685508659,0.5580176431681306
-0.46549999999999997,0.860106466290795,0.6000384868327163,0.5647067192660539,0.5583231422130444
-0.46499999999999997,0.8606259438729262,0.6003727615446001,0.5650166772592631,0.5586288440559245
-0.46449999999999997,0.8611457057747981,0.600707271339221,0.565326842751024,0.5589347489085239
-0.46399999999999997,0.8616657515543964,0.6010420164967339,0.5656372159623557,0.5592408569830016
-0.46349999999999997,0.8621860807673415,0.6013769972975828,0.5659477971143643,0.5595471684919245
-0.46299999999999997,0.8627066929645066,0.6017122140233739,0.5662585864289184,0.5598536836482683
-0.46249999999999997,0.8632275876943829,0.6020476669560197,0.5665695841283211,0.5601604026654187
-0.46199999999999997,0.8637487645006804,0.6023833563780087,0.5668807904349842,0.5604673257571731
-0.46149999999999997,0.8642702229247109,0.6027192825728939,0.5671922055721246,0.5607744531377417
-0.46099999999999997,0.8647919625029716,0.6030554458243919,0.5675038297633404,0.5610817850217487
